#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA04E1
#Date Time: 2025-04-04 15:39:18.368.925.200
#Sample rate: 3.125e+06Hz
#Samples: 16384
#Trigger: Source: Wavegen C1 Condition: Rising
#Channel 1: Range: 20 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: -20 mV Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Basic
#Type: Sine
#Frequency: 65 kHz
#Period: 15.38461538 us
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.0007715200000000001,-0.0001458962986403509,0.000352671479741655
-0.0007711999999999999,0.001271032208387794,0.0005889320761681074
-0.00077088,1.154020214068146e-05,0.001218960333303213
-0.0007705600000000002,0.001034877457217392,0.0005889320761675344
-0.0007702399999999999,0.0006412862052642379,0.0007464391404513824
-0.0007699200000000001,1.154020214068146e-05,0.0006676856083094942
-0.0007696000000000003,-0.0006969240513733196,-0.0005136173738188251
-0.00076928,0.0005625679548742946,0.0006676856083094942
-0.0007689600000000002,0.0004838497044837783,0.001061453269019293
-0.0007686399999999999,0.001822059961122052,0.001455220929729307
-0.0007683200000000001,0.00127103220838894,0.001691481526154968
-0.0007680000000000002,0.0005625679548742946,0.0007464391404514541
-0.00076768,0.001743341710732037,0.001927742122580848
-0.0007673600000000001,-0.001169233553717061,0.0009039462047353737
-0.0007670400000000003,0.0009561592068249424,-4.109618096728111e-05
-0.00076672,-0.0001458962986403509,0.0007464391404514541
-0.0007664000000000002,0.0007987227060458431,0.0002739179475996986
-0.0007660799999999999,0.0009561592068268753,0.0005101785440261476
-0.0007657600000000001,0.0009561592068268753,0.001140206801161253
-0.0007654400000000003,9.025845253198515e-05,-0.0001198497131089545
-0.00076512,0.001349750458779456,0.0007464391404514541
-0.0007648000000000002,0.001428468709169972,0.002085249186864768
-0.0007644799999999999,0.00158590520995079,0.001455220929728806
-0.0007641600000000001,0.001349750458779456,0.001140206801161253
-0.0007638400000000002,0.0004838497044837783,-0.0001198497131101005
-0.00076352,0.002215651213075134,3.765735117381916e-05
-0.0007632000000000001,-0.001641543056060158,-0.0005136173738198996
-0.0007628800000000003,0.002215651213071626,0.0003526714797408671
-0.00076256,0.0004838497044837783,0.001376467397587133
-0.0007622400000000002,0.002215651213075134,0.001140206801161253
-0.0007619199999999999,0.001349750458778955,0.001533974461870479
-0.0007616000000000001,0.0007987227060458431,0.0009039462047353737
-0.0007612800000000002,-0.0001458962986394918,-4.109618096728111e-05
-0.00076096,0.0004051314540932622,-4.109618096814066e-05
-0.0007606400000000001,0.001113595707607908,0.001218960333303213
-0.0007603200000000003,0.001349750458779241,0.0002739179476005582
-0.00076,0.001743341710732037,0.001218960333303213
-0.0007596800000000002,0.0003264132037027461,0.0001951644154577388
-0.0007593599999999999,0.00197949646190108,0.0004314250118836148
-0.0007590400000000001,-0.0007756423017644802,0.0004314250118836148
-0.0007587200000000003,0.001192313957996634,0.0001164108833160655
-0.0007584,0.0009561592068268753,0.0008251926725934139
-0.0007580800000000002,0.002924115466589779,0.001218960333303213
-0.0007577599999999999,0.002294369463463789,0.001061453269018792
-0.0007574400000000001,0.00024769495331223,0.0005101785440255746
-0.0007571200000000002,-6.71780482498347e-05,3.765735117381916e-05
-0.0007568,1.154020214068146e-05,-0.0005136173738198996
-0.0007564800000000001,0.0006412862052648107,0.0004314250118836148
-0.0007561600000000003,0.000405131454093477,0.0001951644154579537
-0.00075584,0.00229436946346565,0.001061453269019293
-0.0007555200000000002,-0.0003033327994213832,0.0001951644154577388
-0.0007551999999999999,0.001034877457215745,-0.0002773567773931606
-0.0007548800000000001,-0.0007756423017644802,0.0006676856083094942
-0.0007545600000000003,0.0004838497044826328,-0.0002773567773931606
-0.00075424,0.0008774409564363591,3.765735117381916e-05
-0.0007539200000000002,0.00127103220838894,0.000352671479741655
-0.0007535999999999999,0.002845397216198332,0.0006676856083098524
-0.0007532800000000001,0.001822059961122553,0.001061453269019293
-0.0007529600000000002,0.0007200044556553268,0.0004314250118836148
-0.0007526399999999999,0.0001689767029217138,-0.0002773567773940201
-0.0007523200000000001,0.0004838497044837783,0.0005889320761675344
-0.0007520000000000003,0.0006412862052646675,0.0003526714797418699
-0.00075168,0.001822059961122553,0.0004314250118836148
-0.0007513600000000002,0.0004051314540932622,0.0006676856083094942
-0.0007510399999999999,0.001034877457218036,-0.0004348638416762924
-0.0007507200000000001,0.001743341710732037,0.001376467397587133
-0.0007504000000000002,-6.717804824818798e-05,0.0005101785440263625
-0.00075008,0.002451805964246682,0.0002739179475996986
-0.0007497600000000001,0.001900778211513069,0.001848988590438888
-0.0007494400000000003,0.002215651213074848,0.001140206801161898
-0.00074912,0.001428468709169972,0.0005101785440255746
-0.0007488000000000002,1.154020214068146e-05,0.0005889320761675344
-0.0007484799999999999,0.000798722706046559,-0.0005923709059599972
-0.0007481600000000001,0.001585905209951005,0.001455220929729092
-0.0007478400000000003,0.001822059961122338,0.001376467397587204
-0.00074752,0.003711297970494941,0.002006495654722808
-0.0007472000000000002,0.0008774409564363591,0.001297713865445173
-0.0007468799999999999,0.001979496461903228,0.001061453269019866
-0.0007465600000000001,0.001585905209951005,0.001691481526154968
-0.0007462400000000002,-0.0003033327994213832,0.000352671479741655
-0.00074592,0.002058214712294101,0.0006676856083094942
-0.0007456000000000001,0.001507186959560488,0.002242756251148687
-0.0007452800000000003,0.002924115466588491,0.001218960333304144
-0.00074496,0.002609242465027715,0.002557770379716526
-0.0007446400000000002,0.001585905209951005,0.002164002719006727
-0.0007443199999999999,0.0005625679548755117,0.001376467397587849
-0.0007440000000000001,0.001900778211513069,0.002164002719006727
-0.0007436800000000003,0.001271032208389513,0.002006495654722951
-0.00074336,0.002845397216199263,0.001691481526154968
-0.0007430400000000002,0.001113595707607908,0.001770235058296928
-0.0007427199999999999,-0.0001458962986387042,0.0005101785440262193
-0.0007424,0.001664623460341521,0.001218960333303213
-0.0007420800000000002,-0.001326670054498093,-0.0001986032452520603
-0.0007417599999999999,0.0007987227060448407,-4.109618096728115e-05
-0.0007414400000000001,-0.0003033327994213832,0.0009039462047353737
-0.0007411200000000003,0.001192313957997064,3.765735117460705e-05
-0.0007408,0.00024769495331223,0.0005889320761675344
-0.0007404800000000002,0.0001689767029217138,0.0009039462047353737
-0.0007401599999999999,-0.0005394875505919293,-0.0003561103095354069
-0.0007398400000000001,0.0005625679548742946,0.0002739179475996986
-0.0007395200000000002,0.0006412862052648107,0.0008251926725934139
-0.0007392,0.001822059961122553,0.0009826997368773335
-0.0007388800000000001,0.001743341710732037,0.001297713865445173
-0.0007385600000000003,0.0007200044556562575,0.0006676856083100673
-0.00073824,0.001743341710732037,0.001376467397587133
-0.0007379200000000002,-0.0006969240513739639,0.0008251926725934139
-0.0007375999999999999,0.0007200044556550405,0.0005889320761681074
-0.0007372800000000001,0.0004051314540932622,0.001218960333303213
-0.0007369600000000003,0.001034877457216819,0.001533974461870766
-0.00073664,0.0007200044556553268,0.001140206801161253
-0.0007363200000000002,-6.71780482498347e-05,0.0009039462047353737
-0.0007359999999999999,-0.00109051530332497,-0.0008286315023870942
-0.0007356800000000001,0.0006412862052648107,-0.0001198497131101005
-0.0007353600000000002,-0.0003033327994213832,0.0005101785440255746
-0.00073504,0.0008774409564363591,0.001061453269019293
-0.0007347200000000001,0.001428468709169972,0.001533974461871052
-0.0007344000000000003,-6.717804824847443e-05,0.0005101785440265057
-0.00073408,0.0007987227060458431,0.0001951644154577388
-0.0007337600000000002,-0.001641543056060158,0.000352671479741655
-0.0007334399999999999,-0.0003033327994195217,-0.0001986032452506278
-0.0007331200000000001,0.001743341710732037,0.001376467397587133
-0.0007328000000000002,0.003396424968931373,0.002085249186864123
-0.00073248,0.001822059961122553,0.001218960333303213
-0.0007321600000000001,0.002451805964246682,0.002242756251148687
-0.0007318399999999999,0.0001689767029225013,0.001455220929728591
-0.00073152,0.001034877457217392,0.0009039462047353737
-0.0007312000000000002,0.0008774409564363591,0.001455220929729092
-0.0007308799999999999,0.0006412862052662426,0.001218960333303786
-0.0007305600000000001,0.002215651213075134,0.001848988590438888
-0.0007302400000000003,-6.717804824775886e-05,0.001218960333303786
-0.00072992,0.001900778211513069,0.001061453269019293
-0.0007296000000000002,0.0005625679548742946,0.002164002719006727
-0.0007292799999999999,0.001192313957999498,0.001612727994013943
-0.0007289600000000001,0.002373087713856166,0.002636523911858486
-0.0007286400000000002,0.002687960715418231,0.002242756251148687
-0.00072832,0.001743341710732037,0.001612727994013012
-0.0007280000000000001,-0.0003820510498118993,0.0007464391404514541
-0.0007276800000000003,1.154020214032351e-05,0.0005101785440257895
-0.00072736,-0.001562824805669642,-0.0005136173738198996
-0.0007270400000000002,0.001585905209951005,0.0009039462047353737
-0.0007267199999999999,0.0007200044556568303,0.001061453269018864
-0.0007264000000000001,0.002373087713856166,0.0005889320761675344
-0.0007260800000000003,1.154020214282937e-05,0.0001164108833162088
-0.00072576,0.001349750458779456,0.0006676856083094942
-0.0007254400000000002,0.0007200044556553268,0.001140206801161253
-0.0007251199999999999,0.0006412862052655266,0.0009039462047354454
-0.0007248000000000001,0.001428468709169972,0.0009826997368773335
-0.0007244800000000002,0.0007200044556553268,0.001376467397587133
-0.00072416,0.002766678965808747,0.0005889320761675344
-0.0007238400000000001,0.001428468709169972,0.001061453269019293
-0.0007235200000000003,0.0007200044556559712,0.0007464391404517405
-0.0007232,1.154020214068146e-05,0.0001951644154577388
-0.0007228800000000002,0.001349750458779456,0.0005889320761675344
-0.0007225599999999999,-0.0002246145490285044,0.0005101785440260759
-0.0007222400000000001,0.002373087713856166,0.001061453269019293
-0.0007219200000000002,-0.0005394875505902825,0.0002739179476004148
-0.0007216,0.0001689767029217138,-0.0001986032452520603
-0.0007212800000000001,0.001507186959560488,0.001297713865445173
-0.0007209600000000003,-0.0001458962986388473,0.0003526714797425145
-0.00072064,0.001743341710732037,0.001061453269019293
-0.0007203200000000002,-0.0004607693002024155,0.0006676856083094942
-0.0007199999999999999,0.002215651213073344,-4.109618096778253e-05
-0.0007196800000000001,0.00024769495331223,0.000352671479741655
-0.0007193600000000003,9.025845253134078e-05,0.000195164415457882
-0.00071904,-0.001011797052936028,-0.001143645630955575
-0.0007187200000000002,0.0007200044556553268,-0.0002773567773940201
-0.0007183999999999999,0.0004051314540952668,0.0006676856083101389
-0.0007180800000000001,0.002609242465027715,0.001376467397587133
-0.0007177600000000002,0.001822059961122553,0.001691481526154968
-0.00071744,0.0009561592068268753,0.001455220929729092
-0.0007171200000000001,0.002215651213075134,0.001770235058296928
-0.0007168000000000003,-0.000696924051371315,0.0008251926725942734
-0.00071648,0.001743341710732037,0.0009039462047353737
-0.0007161600000000002,0.0007987227060458431,0.001455220929729092
-0.0007158399999999999,0.001900778211513499,0.0009039462047363048
-0.0007155200000000001,0.002373087713856166,0.001927742122580848
-0.0007152000000000003,0.00158590520995172,0.001218960333303858
-0.00071488,-0.0001458962986403509,-0.0002773567773940201
-0.0007145600000000002,0.001743341710732037,0.001218960333303213
-0.0007142399999999999,0.001507186959560989,0.001927742122580705
-0.00071392,0.002058214712294101,0.001770235058296928
-0.0007136000000000002,0.00229436946346565,0.001770235058296928
-0.0007132799999999999,0.0009561592068277345,0.0007464391404511675
-0.0007129600000000001,0.001900778211513069,0.0004314250118836148
-0.0007126400000000003,-0.001247951804104714,-0.0003561103095352637
-0.00071232,0.0007987227060458431,0.0001951644154577388
-0.0007120000000000002,9.025845253119759e-05,0.000352671479741655
-0.0007116799999999999,0.0005625679548742946,-4.109618096785416e-05
